hotel_name,price_bdt,num_reviews,comment,price_eur,source
Lavana Hotel Chiangmai,4875.0,41,"Rooms are big and clean. The bed was super comfortable as well as the pillows. 
The wifi is FAST and stable. 
Breakfast and coffee were included and the food was",40.62,TripAdvisor
LaRio Hotel Krabi,3481.0,54,second time I stayed in this hotel. I have a room in 3 styles of this hotel. But my favorite is probably the Duplex Studio Room. This room has good privacy. I like the...,29.01,TripAdvisor
Fulfill Phuket Hostel,2207.0,98,"bathroom, the room is a bit small but big enough for us. Breakfast was included in the price of the room, however it was fairly basic toast and cereal. There were lots of...",18.39,TripAdvisor
Woodlands Suites Serviced Residences,8841.0,89,"!) and really is a very good hotel to live. I feel so nice and they made that I didn´t miss my family too much...ja !
The breakfast is great and hotel staff is...",73.68,TripAdvisor
The Bedrooms Boutique Hotel,3295.0,261,"mall, markets and street food places. Big C and Tesco just around.
Near from main road but in a side dead end just for this hotel and 2 massage shops, it is not...",27.46,TripAdvisor
Tri Gong Residence,1563.0,257,"First of all it is a good location, fairly quite area but only minutes walk to to everything you need. The rooms are a little dated but confortable. Everything...",13.02,TripAdvisor
Thai Siam Residence,2213.0,157,,18.44,TripAdvisor
Nakaraj Princess Chiangrai B&B,4765.0,75,from Chiang Mai. Hotel is near the Night Bazaar and very close to the Saturday night pedestrian street night market. Rooms were huge. Bed was good but hot water,39.71,TripAdvisor
Pai Nam Now Guesthouse,1988.0,56,"best bed and bedding, So comfortable.",16.57,TripAdvisor
Andaman Pearl Resort,2689.0,156,"real pleasure. Very nice hotel with great mountain views and warm, friendly and helpful staff.
I would not say that hotel location is very far from city and beach...",22.41,TripAdvisor
Budchui Village 2,2973.0,56,"was perfect! The staff were so unbelievably helpful and kind, they made our stay so enjoyable. Its a great location, close to the main streets, the pool and rooms...",24.78,TripAdvisor
Baan Ratchiangsaen,3125.0,141,"under 10 mins away. The street is quiet but actually has two bakeries, a bar and small food shops. This side of the city seemed a bit quieter which we didnt mind...",26.04,TripAdvisor
Baan Nan Hotel,3132.0,65,,26.1,TripAdvisor
Blu Monkey Bed & Breakfast Phuket,2711.0,163,"Phuket. Unfortunately the external bookingsite booked us in another Blu Monkey, about 200 km north. As is was non-refundable we contacted Blu Monkey directly. The...",22.59,TripAdvisor
Apo Hotel,2437.0,168,"con, fridge, kettle (free coffee/tea), 2 bottles of water, hairdryer and a hot, powerful shower. The rooms are spread over 2 buildings  with the reception being in...",20.31,TripAdvisor
Le Versace Residence,2586.0,78,"watch sunset from the bed !!
Friendly staff and good furniture!!
Have some step but is good!!! Healthy)))
Quiet place with the best view!!! I will go back sure !!!",21.55,TripAdvisor
Space Ben Guesthouse @Muangkao,1963.0,49,we didnt plan on. We booked it last minute and are so happy we did. The hostess was very welcoming and accommodating. Its located so close to the historical park...,16.36,TripAdvisor
De Wiangkumkam Hotel,3280.0,85,"?????????????????????????????????????????????? ???????????????????????????????????????? ???????????? ????????????????? ????????, ?????????????????????????????...",27.33,TripAdvisor
Chan Chiangmai House,3406.0,49,"here 26 to 29 December. The rooms were spacious and clean, complimentary coffee is available at reception and the hotel is very well situated to explore Chiang Mai...",28.38,TripAdvisor
P.P. Blue Sky Resort,13267.0,240,"stunning!!

The accommodation is ok..
a/c
Towels
Clean sheets 
Staff very kind 

I think long beach is the best on Phi Phi.. a little bit of a tropical island",110.56,TripAdvisor
"Margarita Beach (Bar, Grill, Shacks)",6537.0,112,the service was really good!,54.48,TripAdvisor
Rain Tree Residence,13484.0,44,was the best hotel we have stayed in. It's just a beautiful property with so much space and greenery to it. The staff we fabulous and so helpful every one of them...,112.37,TripAdvisor
Chiangrai Green Park Resort,1850.0,87,"furnishings. Very spacious rooms. Bathroom was clean and big. 

They provided kettle and mugs however no tea/coffee or spoons. 
Water was provided in the rooms...",15.42,TripAdvisor
Hide Bangkok Hostel,2054.0,52,organised our taxi and answered our questions. The room was older looking than photos online and white small but air con worked very well and bed was comfy. Area was good,17.12,TripAdvisor
March Hotel,2379.0,169,bathroom equipt with good shower and toiletries.,19.82,TripAdvisor
David Residence,4528.0,116,"Although you can walk from the terminal,suggest you utilize the free round free shuttle service provided by the hotel ( 24",37.73,TripAdvisor
Bluerama Koh Phangan,10092.0,265,I was fortunate,84.1,TripAdvisor
Flipper House Hotel,3577.0,422,"with hot water, tea and coffee making in the room.",29.81,TripAdvisor
Lanta Lapaya Resort,3914.0,106,"bungalows were very good value for money, the food was great quality and meals delicious, the pool was clean, beautifully landscaped and so relaxing, but most of...",32.62,TripAdvisor
Chiang Dao Roundhouses B&B,3870.0,55,"friendly roundhouses, best breakfast, lovely host. What else could you wish for? Plus the houses have semi-outdoor showers, which means you're basically taking a shower...",32.25,TripAdvisor
The Palms Kamala Beach,6681.0,167,We enjoyed the hotel,55.68,TripAdvisor
Phuket Riviera Villas,2704.0,113,"stayed here for 7 nights in total. Lovely friendly staff, daily room cleaning, great pool and convenient motor bike hire at a good price. This a great place to base...",22.53,TripAdvisor
Retro Box Hotel,4727.0,83,"restrictions 
Staff were amazing and couldnt be more accommodating 
Great location within Chumphon, walking distance to main shops and restaurants 
Very nice...",39.39,TripAdvisor
41 Suite Bangkok,3584.0,169,"English. No doorman, so have to haul luggage to the room yourself, theres an elevator so that helps.

Room: Spacious with huge beds, not much else but cant",29.87,TripAdvisor
Bee Nat Garden Resort,3789.0,47,"calm spot with beautiful gardens and a super clean, comfortable bungalow.  And 10 mins drive from Samui airport.  Simple and no frills but friendly, comfortable",31.58,TripAdvisor
Costa Village Pattaya,9904.0,87,"peaceful place.
Jomtien is less noise and more quiet than normal Pattaya's images.
This is our 2nd stay here. Worth the price.
Only it not convenience if you dont",82.53,TripAdvisor
Riviera Boutique House,1758.0,87,"the pool. Its in a fantastic location, only a 2 minute walk from the beach but quiet and peaceful in the evening. The family room was good, the shower could have...",14.65,TripAdvisor
Babylon Pool Villas,2558.0,83,bed apt (sleep 4 to 6) and 1 bed (sleep 2 to 4). Checkin 9 to 5pm. Good sized clean pool. Around 10 sunbeds but always some available. We had 2 bed apt which was,21.32,TripAdvisor
Tee Pak Dee Resident Phuket,1782.0,73,"nights to kick off a backpacking trip through Asia. The accommodation is clean and staff friendly, very good value for the price. Only down side is our room was just...",14.85,TripAdvisor
Lanta Fevrier Resort,2137.0,127,included however we never received  breakfast  we had to paid for it so be careful  when using agoda this has happen  twice in this  trip with agoda. The hotel is near...,17.81,TripAdvisor
P.California Inter Hostel,1196.0,103,This was a great,9.97,TripAdvisor
The Rodman Hotel,3161.0,71,staff were super friendly and helpful. Our youngest kept locking the key in our room and they never flinched once when we had to ask (again!) for a spare key. The...,26.34,TripAdvisor
3Howw Hostel Khaosan,2846.0,167,"annoyances with the air con being turned off to save money. However, excellent breakfast with fresh eggs and the staff were fantastic. Location probably the highlight...",23.72,TripAdvisor
Baan Sawan Resort,6361.0,72,"pandemic (5 months). Sven, Oy, and all the staff were incredibly kind, generous, and helpful to us. They helped us get a scooter, buy a birthday cake for my daughter",53.01,TripAdvisor
SixPack Cottage,2238.0,43,"Thailand for a month and apartment from the bed which moved side to side as my partner moved it was a lovely stay. Good value for money, the hotel staff were lovely and...",18.65,TripAdvisor
Minicost Apartment & Guesthouse,3435.0,161,"friendly. Son of owner is awesome guy, gave us many advices about Chiang Mai, we burnt bunch of good doobies together. I definitely recommend to stay there if you in...",28.62,TripAdvisor
Yesterday,3524.0,130,"?????????????????????? 
????????????????? 
P.S. Just one disturbing thing when were checking out, housekeepers reported the FO that a hand towel was missing from my room...",29.37,TripAdvisor
Aonang Eco Inn Hotel,2735.0,185,"concerned about distance from the beach. However its only a short walk (10 min) to the beach and other attractions. The tour information desk was very helpful, I booked",22.79,TripAdvisor
Dreamy Casa,5284.0,102,"is very quiet and is excellent value for money. I would stay here again.

Staff is very helpful and have a good head on there shoulders.

The location is great...",44.03,TripAdvisor
Stay Hotel BKK,4843.0,90,"near such a busy area, it was rather quiet.  The bed was comfortable, everything in the room worked, and we liked the convenient location. I would have given five",40.36,TripAdvisor
Aranta Airport Hotel,3514.0,388,"home . Staff were kind and friendly. Room was ok , but no safe ! Restaurant was ok , a little overpriced but the pizza was excellent, and service was quick and...",29.28,TripAdvisor
Irawadee Resort,3467.0,78,,28.89,TripAdvisor
Samui Natien Resort,6304.0,228,I arrived late,52.53,TripAdvisor
Boondee House,1172.0,93,,9.77,TripAdvisor
Paradiso Boutique Suites,4366.0,328,"Sukhumvit soi 10. Good location for BTS/MRT, shopping, restaurants and entertainment. Staff is friendly but English is limited. There is a massage shop downstairs by",36.38,TripAdvisor
Na Na Doo Homestay,5335.0,41,"The homestay is in the countryside, more than onekm far, and this was a good reason for us",44.46,TripAdvisor
Samui Zenity Hotel,2875.0,66,,23.96,TripAdvisor
Rendezvous Classic House SHA Extra Plus,4560.0,104,Mai. One of the cleanest I have stayed at in Thailand. The staff were very friendly and very welcoming. The bed was comfortable and the shower was great too. If we...,38.0,TripAdvisor
Sai Naam Lanta Residence,6076.0,120,"the friendliest at all.
The pool access was great as we didn't have the greatest weather while there so not a lot of time was spent at the beach. There was one",50.63,TripAdvisor
Wonderful Pool House at Kata,2935.0,56,international trip. The location is absolutely fantastic right next to everything amazing in Kata. The room was lovely and the pool was great for practicing my scuba...,24.46,TripAdvisor
Hotel De Nara,2761.0,85,"very friendly. We stayed here for one night as our SHA+ hotel whilst in quarantine and it did the job. 

Only main downside is that there is a club nearby which",23.01,TripAdvisor
"Angus O'Tool's Irish Pub, Restaurant & Guesthouse",2175.0,234,"everything. Few minutes walk to the beach.Breakfast was good. Nice bar. Quiet place. Supermarket next door. Safe area. No elevator, but it's only 3 floor. Value for the...",18.12,TripAdvisor
Bauman Ville Hotel,1211.0,128,"through the corona pandemic and the experience was lovely, the rooms were very spacious, cleaned every single day and the beds were large and comfy. The staff were so...",10.09,TripAdvisor
Paradise Cottage,1885.0,222,and a seaview.,15.71,TripAdvisor
At Pingnakorn Huaykaew Hotel,6309.0,151,"loved the room, price and breakfast so this is my second time at one of my favorite's hotel group.

The hotel is located in a small soi with no much nearby but",52.58,TripAdvisor
The Seven Luck,2853.0,91,couple very helpful. Get us early check in & late check out without asking . Low cost but enjoyable. Recommend for budget tour & surrounding with whole sale market...,23.78,TripAdvisor
Muan Hotel,4517.0,49,"stayed before, I stayed for 5 nights. The reception was so welcoming, always with a beautiful smile, friendly, humble and ready to help anytime. Service was beyond...",37.64,TripAdvisor
Morakot Lanta Resort,2455.0,76,"they can't do enough for you. Rooms are basic, but have everything you need: air con, kettle, large fridge, big bed.

Pool is perfect! Starting each day with a fresh...",20.46,TripAdvisor
River Art Hotel,3342.0,37,overlooking the river.,27.85,TripAdvisor
Around the World Bed & Breakfast,2137.0,85,"station and close to a small shopping zone (24hr 7-Eleven, restaurants, Tesco Lotus supermarket, fast-food joints). Great place for airport transit overnight. City...",17.81,TripAdvisor
Manee Guest House,2444.0,250,"the old town of Chiang Mai. On the end of a street, so not crammed between a bunch of places. Easy walk to and from plenty of places around. The night time security...",20.37,TripAdvisor
Baan To Guesthouse,1127.0,240,the city. Room and bathroom are very spacious. Shower is very nice. Good a/c and fan. The WiFi wasnt the best eventhough we had the room closest to the reception,9.39,TripAdvisor
Bro & Sis Place,3125.0,124,"atmosphere and drink specials for happy hour. Pool tables are fun too. Play a good mix of music too.
Came here on the first day in koh tao and glad we found this spot...",26.04,TripAdvisor
Jansupar Court,15247.0,68,"breakfast, which was fantastic. For 100 baht there was a choice of different styled eggs with side salad and pineapple. Also a choice of decent coffee. Most importantly a...",127.06,TripAdvisor
Krabi City View Hotel,1081.0,112,bathroom. Bed very firm. Good location. Great coffee shop right opposite. And night market right there too. Riverside promenade a couple of blocks away.,9.01,TripAdvisor
Siriwan Guesthouse,2083.0,86,From letting me check in early and store my baggage so I could start exploring to giving me some wonderful suggestions on what to do around town. Mostly everything,17.36,TripAdvisor
Pan Din Boutique,2285.0,32,comfortable bed.,19.04,TripAdvisor
Hug Bed and Breakfast,2413.0,88,"has both private and dormitory rooms, with an on-site restaurant, free WiFi access, washing and drying facilities, and also fully-equipped shared kitchen where you",20.11,TripAdvisor
Chiangmai Gate Capsule Hostel,947.0,164,"Nice private space in airconditioned rooms, with 14 beds each. Two shower places with hot water. Drinking water and wifi available free of charge. No lift, so have...",7.89,TripAdvisor
Niramaya Villa & Wellness,15330.0,122,"returned this year with our daughter, her husband and twin baby boys.
The hotel is superbly located, the scenery is absolutely breathtaking and Niramaya is designed...",127.75,TripAdvisor
Bangkok City Hotel,3625.0,1171,"the price we paid. But lemme just point out some issues we encountered during our stay. We booked two rooms, the other one had an issue regarding the air conditioner...",30.21,TripAdvisor
Euro Boutique Hotel,1933.0,134,that runs directly from the railway station. Perfect stopover accommodation. Of course it's not 5 star but for the price and everything works just fine it's a good...,16.11,TripAdvisor
Lipa Lodge Beach Resort,5952.0,152,Honestly it was the best holiday of my life - beautiful secluded,49.6,TripAdvisor
The Bridge Residence Hotel,6598.0,134,remember the most. The room is clean and the bed is very comfy. The AC cooled pretty well and the shower offered strong water pressure. The breakfast buffet is...,54.98,TripAdvisor
Villa Baan Malinee,5280.0,50,"times now; first time as a newlywed with our puppy, second time with my pregnant wife and older puppy, and most recent with our 7 month old baby and much older pup...",44.0,TripAdvisor
TT Naiyang Beach Phuket,5007.0,99,"somewhere near the Phuket Airport and on the  beach, literally, on the beach.  We had the front room so we could see the beach, which was nice.  The room isn't large but",41.72,TripAdvisor
Pensiri House,1891.0,163,"2. Very clean and quiet but probably nicer upstairs with a balcony. Comfy bed, hot water kettle but need to provide own tea and coffee and good hot water shower...",15.76,TripAdvisor
White Jail at Koh Tao Hostel,4423.0,79,"is very good, close to the pier and restaurants. you can walk anywhere from there. Rooms are nice, free breakfast is included and the staff was very nice",36.86,TripAdvisor
Hotel des Artists,5729.0,96,ambience by the small stream running pass by. It s so good sitting at balcony. The property is very clean and well maintained. Staffs are friendly and polite,47.74,TripAdvisor
Hua Hin Golf Villa,7277.0,76,"Hin - we booked it direcly and got a good price - we had two spacious rooms. Not many turists because of corona. Friendly staff 
The breakfast buffet was okey",60.64,TripAdvisor
Northgate Ratchayothin,3950.0,119,"Chatuckak weekend Market,  the hotel is  quite new and rooms are quite big, with a big fridge and a balcony, but best of all is the service,  the front desk did offer the...",32.92,TripAdvisor
Noom Guest House,1589.0,261,"pricey for what you get. I wanted to stay in a bungalow, and that probably would have been nicer. As it was, they were all full, so I stayed in an air-con room in the...",13.24,TripAdvisor
UMA Residence,3362.0,150,,28.02,TripAdvisor
Kantiang View Resort,4322.0,101,"the beach 
The bungalows is really comfortable and the staff is lovely 
You also have a bar ""why not bar"" on the side with a restaurant just meters from the bar 
The...",36.02,TripAdvisor
Poseidon Residence,5299.0,67,,44.16,TripAdvisor
Sabai Sabai Chiang Mai,6448.0,32,refrigerators.,53.73,TripAdvisor
Nung House,1839.0,101,experience ws very good. The AC in our room worked great. The room itself was very simple and clean. We enjoyed being so close to nature and all the critters we'd,15.32,TripAdvisor
Sri-Trang Hotel,1883.0,149,would like to have stayed a little longer. Trang itself has a nice feel about it and is very enjoyable to wonder about and explore. This little hotel is ideally...,15.69,TripAdvisor
Baan Long Beach,2113.0,44,"clean and comfortable bungalows. Surroundings are peaceful and relaxingand best of the host is one of the nicest people in ThailandBut just one thing, if the",17.61,TripAdvisor
Green Canyon Resort,1824.0,110,,15.2,TripAdvisor
The Mouth Resort,3123.0,46,"Its so cute and run by the kindest family. I felt so safe and was looked after well, they answered all my questions and were just a normal, Thai family. It melted",26.02,TripAdvisor
Jomkitti Boutique Hotel,7246.0,50,"spacious & clean boutique hotel tat is inside Chiang Mai old city.
Opp is a elementary school & a big temple bhind.(Sch children loves to hang out outside the...",60.38,TripAdvisor
Chiang Mai House for Dreamer,1634.0,59,"positive and special experience. Me and my partner stayed there for almost 3 weeks. The house is very beautiful, very good standard, super clean, very well maintained and...",13.62,TripAdvisor
Queen Victoria Inn,2930.0,182,English and Thai dishes at reasonable prices. Sunday carvery not to be missed. Nice atmosphere and pleasant serving staff serving a good range of draught beers. Will,24.42,TripAdvisor
Cazz Cafe And Hostel,1984.0,62,"cats joining you for great Coffee, strong ginger tea or fruits smoothies (love the passion fruit one). Also the staff very nice even they speak little English due",16.53,TripAdvisor
Rasa Boutique Hotel,1932.0,146,"hotel where you will feel ""right at home.""  The rooms are roomy with bed mattresses that are firm in a good way; you will not awake with a stiff back and will feel...",16.1,TripAdvisor
Bodega Ao Nang Krabi Party Hostel,4079.0,49,Thailand. The staff were super nice and welcoming right from the start. They always helped us in anyway they could and made sure we had a good time. Would stay again!,33.99,TripAdvisor
Wazzah Resort,2906.0,144,"was cleaned every day The pool is clean.Nice for budget travelers/The location is on hill, therefore no dampness!!!view was
great!!!Far from  beach, but there are...",24.22,TripAdvisor
Stay With Me Guest House,1538.0,104,atmosphere! The owner was very helpful and booked all of our trips for us. They also helped us when I lost my wallet and without them we wouldnt have been able to,12.82,TripAdvisor
The Moonrakers,37211.0,40,"pictures, no filter required. Great house with everything you need right on a perfect powder sand beach. Loads of great beach restaurants within a 10min walk",310.09,TripAdvisor
The Fisherman's Villas,22640.0,50,view and great advices and services ! Thank you so much to the manager and his team . For sure we will come back and we recommend the fisherman villas to all travellers.,188.67,TripAdvisor
Ecotao Lodge,14524.0,23,architecture in harmony with nature in the forest. You fall asleep to the sound of birds and wake up with the sound of birds. You feel yourself on the trees while...,121.03,TripAdvisor
Le Pes Villas,6323.0,65,comfortable. The bathrooms in the Sky View rooms are really nice. The swimming pool is clean and fresh. The resort has lots of beautiful plants and a nice restaurant with...,52.69,TripAdvisor
The Park Ayutthaya Resort And Spa,3890.0,136,central to historical sites and peaceful garden . What I want to express is my experience about my stay there. I booked a double room for me and missus and a triple bed...,32.42,TripAdvisor
Jomtien Beach Penthouses,9643.0,118,"located maybe 100 metres from the beach, so it's a 2 minute walk. Around 60 sqm in size and the same price as many hotels charge for a room. All the staff were",80.36,TripAdvisor
Chomjan Beach Resort,5489.0,101,,45.74,TripAdvisor
The Metropole Bangkok,5876.0,229,"terrible. It causes water to run onto the floor, making the bathroom terribly wet. Also, there were a ton of mosquitoes in the lobby and subsequently, the rooms. I...",48.97,TripAdvisor
Lanta Intanin Resort,4366.0,98,"Khlong Nin but only a 10/15min walk to main bars/restaurants and 5min walk to the beach.

Room was very spacious, clean with a nice balcony overlooking the garden...",36.38,TripAdvisor
Chiang Rai Hotel,927.0,138,"you're coming only for a couple of days. The staff was nice and the check-in/check-out super fast and professional.

The room was a decent size. Unfortunately, there",7.72,TripAdvisor
Aonang Cliff View Resort,3351.0,652,location is fantastic in the jungle below the cliffs.It has a fantastic pool area with monkeys frolicking in the surrounding trees. We stayed 4 days and the monkeys...,27.92,TripAdvisor
Nanya Hotel,1807.0,115,in Chiang Mai. Rooms were clean and basic. We both found the beds to be comfortable enough and we had no problems sleeping! Location and price were perfect and the...,15.06,TripAdvisor
Chantra Khiri Chalet,8903.0,45,"hustle and bustle, don't hesitate to get the slightly pricer mountain view suites - it is well worth the money! The Chantra suite was amazing (photos just don't do it...",74.19,TripAdvisor
Space 59 Hotel,2131.0,63,beds,17.76,TripAdvisor
Sunshine Hostel,2009.0,64,"was very spacious, balcony, fridge and a huge bathroom. The water is hot too and the room is serviced daily. 

The wifi is excellent too. You can book taxis and",16.74,TripAdvisor
Sweet Dreams Guest House,2337.0,36,rooms. Very nice people who speak perfect English. Just a bit difficult to find but perfectly quiet.Second time at this place and we'll stay there again on the way...,19.48,TripAdvisor
Sairee Sairee Guesthouse,4113.0,206,heart of Sairee at a good price then this is a good option. Stayed here for a Scuba Diving trip so was not in the room much. Great place to crash and central to...,34.28,TripAdvisor
Hmong Hilltribe Lodge,5614.0,167,"The staff is so nice and attentive and the property is beautiful.  The rooms are nice, but no a/c and there were a lot of mosquitos.  It's like really nice...",46.78,TripAdvisor
To Zleep Hotel Khaolak,1152.0,94,to go when u want to be in the contact with other backpackers and have some good nights on the main road. The rooms are noise but clean. If you want a quiet room,9.6,TripAdvisor
Banana Sunset Bar and Bungalows,3340.0,121,"on Koh Mak, I'm glad I stopped in to Banana Sunset so frequently! 

You can imagine what time it gets busy here- between 5-7pm. By even then, the wait time for...",27.83,TripAdvisor
Maenam Hills Samui,4786.0,48,"arrival, the hosts went out of their way to accommodate us. They had a shuttle ready for my family as soon as we arrived from Nathon Pier. Shortly thereafter, I had...",39.88,TripAdvisor
Baan Bua Guesthouse,1158.0,257,"10-minute walk to the night market, and hidden down a quiet residential alley, you feel like you are entering a secret garden when arriving! The area is very well-cared...",9.65,TripAdvisor
Krabi Klong Moung Bay View Resort,3499.0,51,"that Was close to eachother! The staff, two lovely sisters made our stay calm and easy, they was allways helpfull and provided us with the things/ information we...",29.16,TripAdvisor
Sonya Residence,1108.0,44,an affordable place to stay with a private room. The ladies at the front desk were so nice and accommodating and we instantly bonded on a personal level. The,9.23,TripAdvisor
Jam Hostel Bangkok,3629.0,281,place is very clean with comfortable beds. Staff are very helpful and there's activities every day so great if your a solo traveller. Anyone looking to stay here would,30.24,TripAdvisor
VX The Fifty Hostel,1017.0,130,"staff was friendly. The social areas are a little off. Outside is quite nice to sit.

The dormitory is oke, beds are fine also the curtains add to more privacy. They...",8.48,TripAdvisor
Ban Rai Tin Thai Ngarm Eco Lodge,3435.0,66,"took incredible care of us during our visit to Chiang Mai. Their kindness and willingness to share their time, resources, and knowledge made our time in this area...",28.62,TripAdvisor
Baan Glang Soi,2994.0,74,"ensuite, flat screen tv, fridge, kettle, air con and fantastic location next to transport and all amenities you would require when away from home. So perhaps maybe not...",24.95,TripAdvisor
Baan Pai Nai Wieng,3699.0,59,The accommodation is situated up a side street off the main road into town. Only a five minute walk from here is the bus station and walking street. Although close,30.82,TripAdvisor
In Phuket House,7859.0,41,during our visit to Phuket. The staff were extremely kind and also helped us find the best option for our travels. We first went to the shop to book a taxi across to...,65.49,TripAdvisor
Nhapha Khao Yai Resort,15551.0,40,"the individual villas (a total of 12 units) is spectacular.

Not knowing about the terrain at the resort, we booked two Villas for our stay. We have an elderly (80...",129.59,TripAdvisor
Baan der Bruyn,5199.0,33,good atmosphere food,43.32,TripAdvisor
Khao Sok Jungle Huts Resort,2679.0,196,views were beautiful and its very peaceful. The staff were very friendly and helpful and the rooms were spotless! The breakfast was decent too. Its a good...,22.32,TripAdvisor
CBD Hotel,1802.0,147,,15.02,TripAdvisor
Panupong Apartment,2052.0,149,only issue was if you wanted to go to bed before the bars close it could be loud.  We stayed two nights.  One night was loud and the other wasn't as bad. Close to the...,17.1,TripAdvisor
Sabai Resort,3152.0,158,"in Thailand and  It's quiet, it was just what we wanted to acclimatise to the heat. Cha Cha, the lady who seems to run the place is lovely. Ao Nang is not inspiring...",26.27,TripAdvisor
Grand Manita Beach Resort,4671.0,94,"a Thai colleague.  She had attended University with the owner, and arranged the flights and booking for us.  She also arranged for him to give us a tour of his...",38.92,TripAdvisor
Chor Chang Villa Resort,4093.0,60,"very nice, comfy beds and clean.
All of the staff here are fantastic!!
So, helpful and friendly. We had a minor incident with our safe, so it had to be broken open...",34.11,TripAdvisor
Cheeky Monkey's,1510.0,363,"nightlife and shopping centre. Rooms were clean but small, no space to put your belongings except from under the bed. We purchased a room with a balcony and thank god we",12.58,TripAdvisor
Boonya Resort,2626.0,105,"+++ very uncomplicated contact +++ very friendly family owned resort, runned by a south tyrolian family +++ mosquito net above bed (not necessary during our stay...",21.88,TripAdvisor
Tanote Villa,6037.0,306,It was a very reasonable,50.31,TripAdvisor
Wake Up Aonang Hotel,2213.0,147,,18.44,TripAdvisor
Isara Khao Lak,6612.0,33,"there are pool access rooms all are clean, some are being refurbished but still a great place to stay, a little out of town which suits us as dont want the hussle",55.1,TripAdvisor
Ban Kong Rao,1511.0,154,"wonderful place for a good rest with full room fittings, air-conditioned, clean and with helpful staff. They changed my bed sheet daily and it also came with a simple...",12.59,TripAdvisor
The Royal Bamboo Lodge,3467.0,84,fantastic trip for us in the National Park with an overnight stay in a water bungalow - although basic it was very comfortable with a spectacular location and,28.89,TripAdvisor
Lanta for Rest Boutique,3024.0,71,"and fresh rooms, good beds, very nice breakfast and the hospitality is more than we thought was possible:-) we where very satisfied and we will comeback for sure...",25.2,TripAdvisor
Pana Long Beach Resort,4931.0,31,"top clean, comfortable beds, great very friendly service staff. The operator and his family care so warmly to everyone and you are also invited to eat. Fantastic",41.09,TripAdvisor
Wanlapa Farmstay,2396.0,38,"(10 children).
We had a great moment here. The owners are really nice and friendly, the place is chill, cool and relax. It's perfect to spend a weekend in the...",19.97,TripAdvisor
Hua Hin Kings Home,1146.0,270,"the Hua Hin beach and the night market. In other words, the location is great. The place is cozy with with an antique feeling to it. The staff is very friendly and...",9.55,TripAdvisor
Nadapa Resort Koh Tao,4000.0,147,"from Sairee beach). 
It's a colorful place and Ms Nadapa is just amazing!
Maybe not super clean (we found a huge spider in the room) yet I would not judge just for...",33.33,TripAdvisor
Sonya Residence,1108.0,44,an affordable place to stay with a private room. The ladies at the front desk were so nice and accommodating and we instantly bonded on a personal level. The,9.23,TripAdvisor
Pai Sukhothai Resort,3309.0,108,resort with it's relative close location to the centre of the town. The night market area is literally a 5 minute walk away and even closer there's a bunch of nice...,27.58,TripAdvisor
Just fine Krabi,2549.0,155,"within walking distance of the Krabi market.  We clean and new. Staff was friendly. 

Only complaints was how incredibly hard the bed was. Terribly uncomfortable...",21.24,TripAdvisor
Little Bear's Home,2525.0,74,smart and clean - it is great value for money. We stayed as a family of 4 just before Christmas and it was perfect for our stay in chiang Mai. We felt safe and it,21.04,TripAdvisor
Baan Soontree Resort,4449.0,108,"and huge bathroom . Large private porch at the front with bench and table. Very friendly, helpful receptionist . She booked a two day trek from hotel with MACHETE...",37.08,TripAdvisor
Aspira D'Andora Sukhumvit 16,3647.0,69,"small and doesn't have any gym or pool but the location is fantastic.  We are regulars to Bangkok and this street has it all.  Massage, food and supermarket.  It is...",30.39,TripAdvisor
Kanlaya Place,2154.0,77,near the clocktower and the bars the staff are very helpful. Ive left a shirt and they help me find it. Its very good value parking for motorcycles I would...,17.95,TripAdvisor
Baan Pai Nai Wieng,3699.0,59,The accommodation is situated up a side street off the main road into town. Only a five minute walk from here is the bus station and walking street. Although close,30.82,TripAdvisor
Thee Chang Thai,3625.0,47,arrived and was warmly greeted by 3 lovely staff members and made to feel welcome. We arrived before check in time but room was ready so we were taken straight away...,30.21,TripAdvisor
Stay With Hug,5280.0,53,"are in very high level with curtains and dorms with locks for each bed and the toilets& showers are very clean and comfortable 
Also the location is perfect.
They...",44.0,TripAdvisor
Ban Tai Estate,28089.0,57,think it could get better. We stayed in Villa Calibri and it was total class. The staff are all very attentive and very helpful. We can't wait to book our next...,234.08,TripAdvisor
Am Samui Resort,3802.0,219,"price. I had a beach front bungalow, octagonal in shape, there are only two. Plenty of glass window. Comfortable bed, couch, good hot water, not in sink, good air con...",31.68,TripAdvisor
HIP Seaview Resort @ Phi Phi,7748.0,187,"to its commanding view of the area, isolation from the main town and arranging private long-tail boats tours.  The hotel itself is located a short complimentary...",64.57,TripAdvisor
At Niman Conceptual Home,12713.0,82,Each room is decorated differently and has a quiet serene atmosphere.  At the same time it's easy to want to be in the common areas as they are open to the outdoors or...,105.94,TripAdvisor
Forra Dive Resort - Pattaya Beach,2397.0,242,about.  The resort is spread out in a few places all near to the beach.  it is primitive and unpampered.  Be prepared to take care of yourself and your needs.  One of,19.98,TripAdvisor
The Mud,7143.0,171,"detail with bamboo toothbrushes, shower cabs etc! The food from their restaurant was very nice, staff are helpful, friendly and eager to help.",59.52,TripAdvisor
Mela Garden Retreat Cottage,7117.0,41,"when we want a couple of days or real rest and relaxation as family. Excellent rooms, great pool, beautiful garden (also for sports) and delicious food. My wife and",59.31,TripAdvisor
